pdb_id,min_TYR_dist
9W19,7.130669593811035
9VZL,5.6771674156188965
14WV,18.048776626586918
14XU,17.18115234375
9YMO,3.385633945465088
9HVU,7.50623607635498
14YU,4.387200355529785
9VS8,7.296875953674316
25QC,7.431865692138672
14UZ,16.55976104736328
26SK,3.411843776702881
14XJ,29.55376434326172
26SJ,3.3662896156311035
13UY,13.71672248840332
35YM,7.72051477432251
9S56,9.10086441040039
9Y7Q,6.611561298370361
9WAM,12.153550148010254
9WFK,7.619198322296143
9PKK,9.320958137512209
9W48,7.003929138183594
13TU,15.01926326751709
28IV,9.03165340423584
27RA,7.927676677703857
14WQ,20.91361427307129
30TR,5.3558502197265625
28IO,8.955976486206055
9WF5,5.981345653533936
9Q4F,11.669352531433104
11SF,9.827019691467283
14WF,30.968923568725582
30XL,9.64322566986084
9VUR,7.251781940460205
14WE,23.05516624450684
30GJ,5.538181781768799
14UH,16.780624389648438
13UG,14.358416557312012
9T1Z,8.093862533569336
7ILZ,8.341581344604492
14WC,17.20693588256836
14WM,28.21293258666992
14VW,20.88745880126953
14XI,21.50250244140625
12LB,2.8775293827056885
9PXR,15.745738983154297
9WDF,12.588735580444336
14ZU,21.180879592895508
9RYH,10.61822509765625
11SG,10.293185234069824
14WO,17.46845245361328
14VO,17.584684371948242
9S0L,9.088180541992188
14VU,17.991971969604492
14YM,21.753231048583984
9IA1,8.433884620666504
9N57,13.98585319519043
31WA,5.838850975036621
9Z68,14.377154350280762
9TXV,5.059565544128418
10RY,9.64585304260254
9Q3O,9.955599784851074
9LZR,10.57422161102295
9I0C,5.886810302734375
9SNB,10.953781127929688
32QP,6.111266136169434
13TZ,14.224331855773926
9Z5M,6.447261333465576
9Z36,14.328941345214844
9Z35,14.450531959533691
9TDQ,6.487142562866211
9T7I,5.880615234375
27RB,7.901353359222412
7ILM,7.211076259613037
9TM7,8.165409088134766
32SC,7.300249099731445
9N8D,22.732393264770508
9RVF,3.577692747116089
37ZR,8.753236770629883
13TW,18.454021453857425
14YW,27.95230865478516
14UI,30.199445724487305
9RZ4,5.49757719039917
9XB3,3.35190486907959
9XS7,6.787254810333252
9S5P,11.478851318359377
31LC,9.62456512451172
9N46,5.110903263092041
30VQ,7.907606601715088
32RX,5.658689498901367
9PKI,9.2501859664917
9VZ4,5.356100559234619
31DE,11.234325408935549
7ILT,8.812103271484375
14YF,21.2980899810791
9VZ7,5.307370185852051
9S6O,6.882728099822998
14ZJ,29.514013290405277
9ZRF,8.647212982177734
30TI,5.16348934173584
9TJV,5.515090465545654
10MN,12.506659507751465
31DF,11.355402946472168
14ZM,17.719709396362305
9TXU,5.064805507659912
9T72,10.063581466674805
14UL,28.172119140625
13TQ,15.21273708343506
14WD,20.966907501220703
28JJ,7.114435195922852
9YUU,7.826108455657959
9I0B,5.930402755737305
14XG,16.84206771850586
24UW,5.30906343460083
28SX,4.498144149780273
27GZ,6.048153400421143
32PP,6.955780982971191
9WAV,10.366022109985352
14YG,23.07650184631348
9I3C,7.809772968292236
14WL,16.482038497924805
9VYK,5.35728120803833
7IMF,9.4075345993042
7IMH,8.24471664428711
9IBM,15.71281909942627
9S7A,9.948145866394045
13TE,15.661300659179688
9S2W,9.518239974975586
13UZ,15.76893138885498
9HXT,2.151509523391724
14YV,20.45698928833008
7IM0,7.577245235443115
13TF,17.238426208496094
14ZQ,21.81635093688965
9TJT,6.0755696296691895
13TI,14.544442176818848
9HVT,7.513770580291748
9SE8,5.604215621948242
7IMG,7.998490333557129
9XB7,3.350574254989624
9Y7T,6.631772518157959
7IMV,7.973440647125244
28LM,8.794611930847168
9Z6D,7.03636360168457
9XBZ,3.380729913711548
9S30,6.802760124206543
9XS3,5.979852676391602
9XS5,6.981130599975586
14XW,21.36907196044922
22TZ,4.829491138458252
9RSL,9.152535438537598
14UN,30.399030685424805
9SPZ,5.940904140472412
9PV8,12.748918533325195
14VP,21.52516365051269
24TF,6.636347770690918
31WB,6.558203220367432
9PVN,15.76175308227539
29VY,7.658449649810791
14UW,19.999610900878903
7IMZ,9.99548625946045
9VZA,5.39050817489624
30IZ,11.323304176330566
13VA,14.547042846679688
9N53,14.791081428527832
32QS,7.290765762329102
9T75,8.109034538269043
9YMN,3.406491041183472
27QY,7.85261058807373
9S7M,6.548556327819824
9S81,2.9683783054351807
7IN0,5.968707084655762
29CT,10.577607154846191
9HW4,20.543336868286133
35WG,6.218990802764893
9RY5,6.260719299316406
9PH9,9.327016830444336
9S1G,7.807793617248535
10JV,6.634024620056152
7IMR,8.427553176879883
7IM8,8.291373252868652
14XT,22.1790771484375
9NVB,4.440765380859375
14WZ,20.045305252075195
14VB,20.1864070892334
9TXW,4.5393967628479
9TAB,7.321197986602783
9RWY,2.112462282180786
13UW,14.38658618927002
7IMY,7.050009250640869
13TK,17.673917770385742
9VZB,5.460698127746582
37EO,12.539830207824709
7ILW,8.143210411071777
27WS,6.874169826507568
14XQ,20.12418556213379
29UY,17.751991271972656
9SSN,10.10992431640625
9S6X,6.715429306030273
14YQ,30.23301124572754
9PQP,4.708357810974121
9Z4R,4.093373775482178
31AO,4.379024028778076
13TS,13.764410018920898
9RZY,4.879677772521973
9T8B,10.123412132263184
9XW0,11.920805931091309
32SB,6.248504638671875
9HXY,20.580171585083008
14UJ,20.435089111328125
9S5S,11.40701675415039
9I85,15.142485618591309
22YX,4.127827167510986
14WP,19.988588333129883
9SME,10.2555570602417
9VYP,5.614075183868408
9N7C,19.266759872436523
14XH,17.059755325317383
9TCH,5.483732223510742
9RTB,2.881920099258423
13EB,14.68301773071289
7IMB,11.5729341506958
13TM,15.678380012512209
11SI,10.7438325881958
9SVZ,6.797476291656494
9RXJ,10.822511672973633
11GM,6.431085586547852
9Z37,14.45887279510498
36JF,6.165553569793701
9TAC,16.39314079284668
9S03,9.35665798187256
24MR,7.044177532196045
9T5F,9.518016815185549
9PT7,5.5376296043396
9I7R,5.048370838165283
9S7T,8.073805809020996
37EP,13.287440299987791
9VYM,5.089582443237305
9TAA,7.274997234344482
36UI,9.047884941101074
9RZ5,4.964270114898682
24GF,5.493453025817871
7ILP,11.56932258605957
7ILU,7.983844757080078
14WA,24.46088218688965
9ZS8,7.865938186645508
9HW3,20.241172790527344
14YE,21.10963630676269
9RT1,5.984745502471924
14YJ,25.62798500061035
13UL,14.45574951171875
9TD0,9.591975212097168
9WTB,8.388083457946777
14VJ,28.670150756835938
37EQ,13.117535591125488
9HVV,7.187493324279785
9Q01,9.810476303100586
9I3D,7.647806167602539
9PVT,7.867979049682617
11SJ,11.536989212036133
28IS,8.954798698425293
28IQ,8.965328216552734
13TH,14.68882656097412
9Q4E,10.152081489562988
9W6B,5.709813594818115
13TP,14.201186180114746
9TB0,12.35841464996338
9X7Q,10.144224166870115
9SAX,13.905912399291992
14ZB,17.201671600341797
36JE,7.161766052246094
14ZT,20.521270751953125
9Y7R,6.6261372566223145
13EA,14.658323287963867
12VD,3.864768266677856
9Y3M,6.54905891418457
